pss_locale,county_code,school_id,school_name,lo_grade,hi_grade,street,city,pss_county_fips,state,pss_fips,zip,pss_phone,pss_sch_days,pss_stu_day_hrs,pss_library,pss_enroll_ug,pss_enroll_pk,pss_enroll_k,pss_enroll_1,pss_enroll_2,pss_enroll_3,pss_enroll_4,pss_enroll_5,pss_enroll_6,pss_enroll_7,pss_enroll_8,pss_enroll_9,pss_enroll_10,pss_enroll_11,pss_enroll_12,enrollment,pss_enroll_tk12,pss_race_ai,pss_race_as,pss_race_h,pss_race_b,pss_race_w,pss_race_p,pss_race_2,teachers_fte,pss_coed,pss_type,pss_level,pss_relig,pss_comm_type,pss_indian_pct,pss_asian_pct,pss_hisp_pct,pss_black_pct,pss_white_pct,pss_pacisl_pct,pss_twomore_pct,pss_stdtch_rt,pss_orient,pss_county_name,pss_assoc_1,pss_assoc_2,pss_assoc_3,pss_assoc_4,pss_assoc_5,pss_assoc_6,pss_assoc_7,pss_assoc_8,grade_band,county_name,school_type,school_type_detail,pvt_pct_nonwhite,locale_label,locale_type,definition,school_status
13,24043,K9500282,Hagerstown Childrens School,2,3,22 N MULBERRY ST,HAGERSTOWN,043,MD,24,21740,3017396886,180,8,Yes,NA,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,8,0,0,0,1,7,0,0,1,1,2,1,3,1,0,0,0,12.5,87.5,0,0,8,30,WASHINGTON,Other Montessori association(s),NA,NA,NA,NA,NA,NA,NA,ES,Washington County,private,private,12.5,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,K9302765,Gaithersburg Presbyterian Preschool & Kindergarten,2,3,610 S FREDERICK AVE,GAITHERSBURG,031,MD,24,20877,3019775787,170,4,No,NA,120,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,16,0,1,0,0,15,0,0,1,1,6,1,2,1,0,6.25,0,0,93.75,0,0,16,27,MONTGOMERY,State or regional independent school association,NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,00579641,Yeshiva Of Greater Washington Girls Division,12,17,2010 LINDEN LN,SILVER SPRING,031,MD,24,20910,3019625111,173,8.16,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,16,26,13,18,26,127,127,0,0,0,0,127,0,0,18.9,2,1,2,2,1,0,0,0,0,100,0,0,6.71,18,MONTGOMERY,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,MS/HS,Montgomery County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24005,K9302964,Brown Memorial Weekday School,2,3,6200 N CHARLES ST 1,BALTIMORE,005,MD,24,21212,4103772989,173,5.5,Yes,NA,80,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,16,0,0,0,0,16,0,0,2,1,7,1,2,1,0,0,0,0,100,0,0,8,27,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24027,AA000980,Love Of Learning Montessori School,2,10,9151 RUMSEY RD STE 100,COLUMBIA,027,MD,24,21045,4107159600,180,6.5,Yes,NA,40,14,6,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,70,30,0,13,3,3,7,0,4,10,1,2,1,3,1,0,43.33,10,10,23.33,0,13.33,3,30,HOWARD,American Montessori Society (AMS),NA,NA,NA,NA,NA,NA,NA,ES,Howard County,private,private,33.33,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A0701228,Oneness Family School,2,15,6701 WISCONSIN AVE,CHEVY CHASE,031,MD,24,20815,3016527751,254,7,No,NA,42,11,9,11,8,6,8,5,7,3,7,3,NA,NA,120,78,0,4,8,8,58,0,0,22.4,1,2,3,3,1,0,5.12,10.25,10.25,74.35,0,0,3.48,30,MONTGOMERY,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),NA,NA,NA,NA,NA,All Grades,Montgomery County,private,private,20.5,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,01604974,St Marys Elementary School,2,13,600 VEIRS MILL RD,ROCKVILLE,031,MD,24,20852,3017624179,180,7.16,Yes,NA,47,17,17,22,15,24,18,26,18,12,NA,NA,NA,NA,216,169,2,21,42,34,62,2,6,15.8,1,1,1,1,1,1.18,12.42,24.85,20.11,36.68,1.18,3.55,10.69,1,MONTGOMERY,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,50.87,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,01604952,St Martin Of Tours School,2,13,115 S FREDERICK AVE,GAITHERSBURG,031,MD,24,20877,3019902441,180,6.75,Yes,NA,20,31,25,28,24,30,23,28,22,20,NA,NA,NA,NA,251,231,0,26,102,47,41,0,15,14.3,1,1,1,1,1,0,11.25,44.15,20.34,17.74,0,6.49,16.15,1,MONTGOMERY,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,70.97999999999999,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A0901685,Goddard School In Gaithersburg,2,4,900 WIND RIVER LN STE 100,GAITHERSBURG,031,MD,24,20878,3012088787,191,6,Yes,NA,250,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,26,0,6,0,7,13,0,0,2.1,1,7,1,3,1,0,23.07,0,26.92,50,0,0,12.38,30,MONTGOMERY,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,26.92,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,K9302773,Acorn Hill Waldorf Kindergarten & Nursery,2,3,9504 BRUNETT AVE,SILVER SPRING,031,MD,24,20901,3015652282,173,6,Yes,NA,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,9,0,0,0,0,9,0,0,6,1,7,1,3,1,0,0,0,0,100,0,0,1.5,30,MONTGOMERY,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,0,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24037,K9302627,Lexington Park Baptist Church Preschool,2,3,46855 S SHANGRI LA DR STE 100,LEXINGTON PARK,037,MD,24,20653,5059481186,233,3,No,NA,42,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,9,0,0,0,1,7,0,1,0.6,1,7,1,2,1,0,0,0,11.11,77.77,0,11.11,15,5,ST. MARY'S,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,St.Mary's County,private,private,22.22,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24031,A9704318,Redwood Montessori Academy,2,10,1605 VEIRS MILL RD,ROCKVILLE,031,MD,24,20851,3017622524,175,6,Yes,NA,35,6,4,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,50,15,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,7.5,30,MONTGOMERY,American Montessori Society (AMS),NA,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,NA,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24027,A1101219,Nurturing Nest Montessori,2,3,5885 ROBERT OLIVER PL,COLUMBIA,027,MD,24,21045,4107726378,186,6.08,No,NA,66,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,8,0,0,1,0,7,0,0,5,1,2,1,3,1,0,0,12.5,0,87.5,0,0,1.6,30,HOWARD,American Montessori Society (AMS),NA,NA,NA,NA,NA,NA,NA,ES,Howard County,private,private,12.5,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
13,24027,K9302838,Columbia Montessori School,2,6,10508 MARBLE FAUN LN,COLUMBIA,027,MD,24,21044,4107728353,175,6,Yes,NA,55,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,20,0,8,1,6,5,0,0,2.8,1,2,1,3,1,0,40,5,30,25,0,0,7.14,30,HOWARD,Other Montessori association(s),NA,NA,NA,NA,NA,NA,NA,ES,Howard County,private,private,35,City small,City: Small,"Territory inside an urbanized area and inside a principal city with population less than 100,000.",Open
21,24003,02030521,Arnold Christian Academy,3,13,365 JONES STATION RD,ARNOLD,003,MD,24,21012,4105441882,170,7.33,Yes,NA,NA,6,5,5,5,1,6,5,6,3,NA,NA,NA,NA,42,42,0,0,3,3,36,0,0,7.1,1,1,1,2,2,0,0,7.14,7.14,85.71,0,0,5.91,8,ANNE ARUNDEL,Association of Christian Schools International (ACSI),NA,NA,NA,NA,NA,NA,NA,ES/MS,Anne Arundel County,private,private,14.28,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,BB161242,Annapolis Area Christian,11,13,716 BESTGATE RD,ANNAPOLIS,003,MD,24,21401,4105195300,175,7,Yes,NA,NA,NA,NA,NA,NA,NA,NA,86,72,64,NA,NA,NA,NA,222,222,0,4,3,46,159,0,10,19.6,1,1,1,2,2,0,1.8,1.35,20.72,71.62,0,4.5,11.32,8,ANNE ARUNDEL,Association of Christian Schools International (ACSI),Christian Schools International (CSI),Other school association(s),NA,NA,NA,NA,NA,MS,Anne Arundel County,private,private,26.57,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24031,A0901727,Marcia D Smith School,10,17,9075 COMPRINT CT,GAITHERSBURG,031,MD,24,20877,3019262300,211,6.5,Yes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4,3,7,19,19,0,1,3,6,8,0,1,3,1,4,3,3,2,0,5.26,15.78,31.57,42.1,0,5.26,6.33,30,MONTGOMERY,Other school association(s),NA,NA,NA,NA,NA,NA,NA,MS/HS,Montgomery County,private,private,52.61,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A0501794,Bais Yaakov Eva Winer High School,14,17,6302 SMITH AVE,BALTIMORE,005,MD,24,21209,4435487700,173,8.48,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,98,90,80,376,376,0,0,0,0,376,0,0,63.1,2,1,2,2,2,0,0,0,0,100,0,0,5.95,18,BALTIMORE,National Society for Hebrew Day Schools (Torah U’Mesorah),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore County,private,private,0,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,A0901667,Faith Baptist Child Development Center,2,3,7378 E FURNACE BRANCH RD,GLEN BURNIE,003,MD,24,21060,4107619112,180,6,No,NA,136,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,11,0,0,0,2,9,0,0,1,1,6,1,2,2,0,0,0,18.18,81.81,0,0,11,5,ANNE ARUNDEL,NA,NA,NA,NA,NA,NA,NA,NA,ES,Anne Arundel County,private,private,18.18,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,00579743,Concordia Preparatory School,11,17,1145 CONCORDIA DR,TOWSON,005,MD,24,21286,4108252323,180,7,Yes,NA,NA,NA,NA,NA,NA,NA,NA,35,42,34,49,47,63,31,301,301,0,19,8,63,194,2,15,35,1,1,3,2,2,0,6.31,2.65,20.93,64.45,0.66,4.98,8.6,23,BALTIMORE,NA,NA,NA,NA,NA,NA,NA,NA,MS/HS,Baltimore County,private,private,29.22,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A1771158,The Learning Experience At Parkville,3,3,8601 WALTHER BLVD,NOTTINGHAM,005,MD,24,21236,4106637876,188,NA,Yes,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0,0,0,2,NA,NA,2,1,1,7,1,3,2,0,0,0,14.28,NA,NA,14.28,14,30,BALTIMORE,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,NA,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,00578444,St Mark School,2,13,26 MELVIN AVE,CATONSVILLE,005,MD,24,21228,4107446560,178,7,Yes,NA,45,19,31,34,36,24,43,46,44,46,NA,NA,NA,NA,368,323,0,0,7,83,214,7,12,24.1,1,1,1,1,2,0,0,2.16,25.69,66.25,2.16,3.71,13.4,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,33.72,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,A9103244,Naval Academy Primary School,2,10,74 GREENBURY POINT RD,ANNAPOLIS,003,MD,24,21402,4107573090,172,7,Yes,NA,52,40,40,26,29,28,24,NA,NA,NA,NA,NA,NA,NA,239,187,0,3,1,10,171,2,0,24.1,1,1,1,3,2,0,1.6,0.53,5.34,91.44,1.06,0,7.75,30,ANNE ARUNDEL,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES,Anne Arundel County,private,private,6.93,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,00578331,Our Lady Of Hope St Luke School,2,13,8003 N BOUNDARY RD,BALTIMORE,005,MD,24,21222,4102882793,180,6.75,Yes,NA,39,20,24,18,23,17,21,24,17,21,NA,NA,NA,NA,224,185,2,6,5,4,168,0,0,11.9,1,1,1,1,2,1.08,3.24,2.7,2.16,90.81,0,0,15.54,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,5.94,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,BB161243,Annapolis Area Christian Schl,2,10,710 RIDGELY AVE,ANNAPOLIS,003,MD,24,21401,4105195300,175,7,Yes,NA,12,21,20,28,18,48,34,NA,NA,NA,NA,NA,NA,NA,181,169,0,3,4,30,129,0,3,18,1,1,1,2,2,0,1.77,2.36,17.75,76.33,0,1.77,9.38,8,ANNE ARUNDEL,Association of Christian Schools International (ACSI),Christian Schools International (CSI),Other school association(s),NA,NA,NA,NA,NA,ES,Anne Arundel County,private,private,21.88,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A1101188,Forbush School At Hunt Valley,1,1,11201 PEPPER RD,HUNT VALLEY,005,MD,24,21031,4105279505,214,6,Yes,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,0,3,2,28,32,1,2,11,1,4,3,3,2,0,4.41,2.94,41.17,47.05,1.47,2.94,6.18,30,BALTIMORE,National Association of Private Special Education Centers (NAPSEC),Other school association(s),NA,NA,NA,NA,NA,NA,UG,Baltimore County,private,private,48.519999999999996,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A0301710,Bridges Montessori,2,3,2529 CONOWINGO RD,BEL AIR,005,MD,24,21015,4108360833,174,6,Yes,NA,36,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,12,0,1,0,1,10,0,0,3,1,2,1,3,2,0,8.33,0,8.33,83.33,0,0,4,30,BALTIMORE,American Montessori Society (AMS),Other Montessori association(s),NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,8.33,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,00579131,Greenspring Montessori School,2,14,10807 TONY DR,LUTHERVILLE,005,MD,24,21093,4103218555,173,7.25,Yes,NA,158,21,6,14,13,6,10,8,6,2,2,NA,NA,NA,246,88,0,5,1,7,66,0,9,14.8,1,2,3,3,2,0,5.68,1.13,7.95,75,0,10.22,5.94,30,BALTIMORE,American Montessori Society (AMS),Other school association(s),NA,NA,NA,NA,NA,NA,All Grades,Baltimore County,private,private,19.3,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,00577746,St Philip Neri Elementary School,2,13,6401 S ORCHARD RD,LINTHICUM HEIGHTS,003,MD,24,21090,4108591212,178,6.83,Yes,NA,22,39,41,42,25,42,40,39,42,36,NA,NA,NA,NA,368,346,0,16,22,247,16,16,29,22,1,1,1,1,2,0,4.62,6.35,71.38,4.62,4.62,8.38,15.72,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Anne Arundel County,private,private,90.72999999999999,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24031,A9502050,Covenant Life School,2,17,7503 MUNCASTER MILL RD,GAITHERSBURG,031,MD,24,20877,3018694500,176,7.08,Yes,NA,50,18,17,9,19,13,21,18,16,18,21,22,22,23,287,237,0,45,34,26,127,0,5,26.1,1,1,3,2,2,0,18.98,14.34,10.97,53.58,0,2.1,9.08,8,MONTGOMERY,Association of Christian Schools International (ACSI),NA,NA,NA,NA,NA,NA,NA,All Grades,Montgomery County,private,private,27.410000000000004,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,A9103236,Montessori International Childrens House,2,11,1641 N WINCHESTER RD,ANNAPOLIS,003,MD,24,21409,4107577789,174,6.75,Yes,NA,78,21,18,11,17,6,7,4,NA,NA,NA,NA,NA,NA,162,84,0,3,5,11,58,0,7,6.9,1,2,1,3,2,0,3.57,5.95,13.09,69.04,0,8.33,12.17,30,ANNE ARUNDEL,Association Montessori International (AMI),NA,NA,NA,NA,NA,NA,NA,ES,Anne Arundel County,private,private,27.369999999999997,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,A9701779,Elvaton Christian Academy,2,13,8422 ELVATON RD,MILLERSVILLE,003,MD,24,21108,4106473224,170,6.75,Yes,NA,15,8,3,3,NA,5,4,4,5,4,NA,NA,NA,NA,51,36,0,1,1,6,25,0,3,5.8,1,1,1,2,2,0,2.77,2.77,16.66,69.44,0,8.33,6.2,5,ANNE ARUNDEL,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES/MS,Anne Arundel County,private,private,27.759999999999998,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A1301521,All About Children Learning Center,3,3,1201 MAPLE AVE,ARBUTUS,005,MD,24,21227,4102426009,261,10.98,Yes,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,0,0,1,9,0,0,1,1,6,1,3,2,0,0,0,10,90,0,0,10,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,10,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,00579958,St Martins Lutheran Church School,2,13,1120 SPA RD,ANNAPOLIS,003,MD,24,21403,4102691955,NA,NA,NA,NA,19,13,5,7,6,5,12,15,22,19,NA,NA,NA,NA,123,104,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,21,ANNE ARUNDEL,NA,NA,NA,NA,NA,NA,NA,NA,ES/MS,Anne Arundel County,private,private,NA,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,00579619,Beth Tfiloh Dahan Community School,2,17,3300 OLD CT RD,BALTIMORE,005,MD,24,21208,4104861905,174,8.25,Yes,NA,194,37,47,48,45,45,48,74,57,53,89,82,62,64,945,751,0,2,3,4,740,0,2,122.9,1,1,3,2,2,0,0.26,0.39,0.53,98.53,0,0.26,6.11,18,BALTIMORE,The Jewish Community Day School Association (RAVSAK),NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore County,private,private,1.1800000000000002,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,00580125,Mcdonogh School,2,17,8600 MCDONOGH RD,OWINGS MILLS,005,MD,24,21117,4435447071,173,7.75,Yes,NA,30,62,63,64,57,68,77,102,106,120,154,164,161,155,1383,1353,75,86,34,192,885,1,80,222.8,1,1,3,3,2,5.54,6.35,2.51,14.19,65.41,0.07,5.91,6.07,30,BALTIMORE,National Association of Independent Schools (NAIS),State or regional independent school association,The Association of Boarding Schools (TABS),NA,NA,NA,NA,NA,All Grades,Baltimore County,private,private,28.220000000000002,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,01933976,Odenton Christian School,2,14,8410 PINEY ORCHARD PKWY,ODENTON,003,MD,24,21113,4103052380,180,8.25,No,NA,46,25,11,11,10,8,8,11,5,7,4,NA,NA,NA,146,100,2,2,12,62,19,1,2,18.4,1,1,3,2,2,2,2,12,62,19,1,2,5.43,5,ANNE ARUNDEL,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Anne Arundel County,private,private,79,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A1301622,Watson Hall Montessori School,2,9,2402 MONTEBELLO TER,BALTIMORE,005,MD,24,21214,4437082926,172,7,Yes,NA,45,6,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,59,14,0,0,1,10,3,0,0,5.6,1,2,1,3,2,0,0,7.14,71.42,21.42,0,0,2.5,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,78.56,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A1701988,Yeshivas Toras Simcha,2,7,7501 PARK HEIGHTS AVE,BALTIMORE,005,MD,24,21208,4104840279,173,7,No,NA,19,20,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,50,0,0,0,0,50,0,0,5.8,3,1,1,2,2,0,0,0,0,100,0,0,8.62,18,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,0,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A1301601,Royal International Christian Academy,2,17,10939 PHILADELPHIA RD # A1,WHITE MARSH,005,MD,24,21162,4433178052,180,7,Yes,NA,4,4,NA,NA,1,3,2,5,3,3,2,5,2,1,35,31,0,28,0,0,1,0,2,4.9,1,3,3,2,2,0,90.32,0,0,3.22,0,6.45,6.32,8,BALTIMORE,Accelerated Christian Education (ACE),NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore County,private,private,6.45,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,A9103277,St Jane Francis School,2,13,8513 ST JANE DR,PASADENA,003,MD,24,21122,4102554750,181,6.75,Yes,NA,56,13,19,14,14,11,14,19,14,11,NA,NA,NA,NA,185,129,0,3,6,2,113,0,5,15.3,1,1,1,1,2,0,2.32,4.65,1.55,87.59,0,3.87,8.43,1,ANNE ARUNDEL,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Anne Arundel County,private,private,10.07,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24015,01604282,Mount Aviat Academy,2,13,PO BOX 85,CHILDS,015,MD,24,21916,4103982206,180,6.75,Yes,NA,20,17,20,25,21,27,26,28,21,22,NA,NA,NA,NA,227,207,0,2,9,2,180,0,14,17,1,1,1,1,2,0,0.96,4.34,0.96,86.95,0,6.76,12.17,1,CECIL,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Cecil County,private,private,12.059999999999999,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A0103935,Cambridge School,3,13,6200 N CHARLES STREET,BALTIMORE,005,MD,24,21212,4104863686,174,6.75,Yes,NA,NA,16,12,9,16,10,9,12,13,13,NA,NA,NA,NA,110,110,0,3,3,15,83,0,6,15.6,1,1,1,2,2,0,2.72,2.72,13.63,75.45,0,5.45,7.05,8,BALTIMORE,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,21.8,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A1301554,Gla Academy School Of Excellence,2,10,6247 KENWOOD AVE,ROSEDALE,005,MD,24,21237,4108662970,200,6,Yes,NA,200,18,12,12,5,4,3,NA,NA,NA,NA,NA,NA,NA,254,54,0,0,1,53,0,0,0,4,1,1,1,2,2,0,0,1.85,98.14,0,0,0,13.5,8,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore County,private,private,99.99,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A9103301,Torah Institute,2,13,35 ROSEWOOD LN,OWINGS MILLS,005,MD,24,21117,4106543500,181,8.5,Yes,NA,62,84,80,57,73,66,71,80,51,58,NA,NA,NA,NA,682,620,0,0,0,0,620,0,0,53.8,3,1,1,2,2,0,0,0,0,100,0,0,11.52,18,BALTIMORE,National Society for Hebrew Day Schools (Torah U’Mesorah),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,0,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,A0501873,Sisters Academy Of Baltimore,10,13,139 FIRST AVE,BALTIMORE,005,MD,24,21227,4102421212,179,9.5,Yes,NA,NA,NA,NA,NA,NA,NA,21,20,16,14,NA,NA,NA,NA,71,71,1,1,15,51,0,0,3,9.8,2,1,1,1,2,1.4,1.4,21.12,71.83,0,0,4.22,7.24,1,BALTIMORE,State or regional independent school association,NA,NA,NA,NA,NA,NA,NA,MS,Baltimore County,private,private,98.57,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24003,A1101187,Forbush School At Anne Arundel The,10,16,648 OLD MILL RD,MILLERSVILLE,003,MD,24,21108,4107299181,208,6.41,Yes,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,1,2,NA,9,9,0,0,2,4,3,0,0,2,1,4,3,3,2,0,0,22.22,44.44,33.33,0,0,4.5,30,ANNE ARUNDEL,Other school association(s),NA,NA,NA,NA,NA,NA,NA,MS/HS,Anne Arundel County,private,private,66.66,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
21,24005,00578262,Immaculate Heart Of Mary School,2,13,8501 LOCH RAVEN BLVD,TOWSON,005,MD,24,21286,4106688466,178,7,Yes,NA,36,32,37,33,41,47,46,47,54,38,NA,NA,NA,NA,411,375,2,0,19,59,249,13,33,30.6,1,1,1,1,2,0.53,0,5.06,15.73,66.4,3.46,8.8,12.25,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,33.58,Suburb large,Suburb: Large,"Territory outside a principal city and inside an urbanized area with population of 250,000 or more.",Open
