"","school_id","name","school_type","school_type_detail","grade_band","county","locale_code","pvt_pct_nonwhite","enrollment","teacher_fte"
"1002","240042000727","Dunloggin Middle","public","public","MS","HOWARD","21",NA,"660","46"
"1003","240042000728","Elkridge Elementary","public","public","ES","HOWARD","21",NA,"901","62"
"1004","240042000731","Glenelg High","public","public","HS","HOWARD","31",NA,"1198","77.6"
"1005","240042000732","Glenwood Middle","public","public","MS","HOWARD","41",NA,"492","32.1"
"1006","240042000733","Guilford Elementary","public","public","ES","HOWARD","13",NA,"439","40"
"1007","240042000734","Hammond Elementary","public","public","ES","HOWARD","21",NA,"623","41"
"1008","240042000735","Hammond High","public","public","HS","HOWARD","13",NA,"1360","102.5"
"1009","240042000736","Hammond Middle School","public","public","MS","HOWARD","21",NA,"572","44"
"1010","240042000737","Harpers Choice Middle","public","public","MS","HOWARD","13",NA,"503","49.5"
"1011","240042000738","Howard High","public","public","HS","HOWARD","13",NA,"1890","122"
"1012","240042000740","Jeffers Hill Elementary","public","public","ES","HOWARD","13",NA,"403","31"
"1013","240042000741","Lisbon Elementary","public","public","ES","HOWARD","41",NA,"451","33"
"1014","240042000742","Longfellow Elementary","public","public","ES","HOWARD","13",NA,"460","41"
"1015","240042000743","Mount Hebron High","public","public","HS","HOWARD","21",NA,"1627","107"
"1016","240042000744","Northfield Elementary","public","public","ES","HOWARD","21",NA,"747","48"
"1017","240042000745","Oakland Mills High","public","public","HS","HOWARD","13",NA,"1216","95.6"
"1018","240042000746","Oakland Mills Middle","public","public","MS","HOWARD","13",NA,"518","46.4"
"1019","240042000748","Patapsco Middle","public","public","MS","HOWARD","21",NA,"711","52"
"1020","240042000749","Phelps Luck Elementary","public","public","ES","HOWARD","13",NA,"582","55.8"
"1021","240042000751","Running Brook Elementary","public","public","ES","HOWARD","13",NA,"500","45"
"1022","240042000753","St. Johns Lane Elementary","public","public","ES","HOWARD","21",NA,"726","49"
"1023","240042000754","Stevens Forest Elementary","public","public","ES","HOWARD","13",NA,"415","41"
"1024","240042000755","Swansfield Elementary","public","public","ES","HOWARD","13",NA,"601","48.4"
"1025","240042000756","Talbott Springs Elementary","public","public","ES","HOWARD","13",NA,"504","42.4"
"1026","240042000757","Thunder Hill Elementary","public","public","ES","HOWARD","13",NA,"526","46.8"
"1027","240042000758","Waterloo Elementary","public","public","ES","HOWARD","13",NA,"620","48.1"
"1028","240042000760","West Friendship Elementary","public","public","ES","HOWARD","21",NA,"401","30"
"1029","240042000761","Laurel Woods Elementary","public","public","ES","HOWARD","21",NA,"607","51"
"1030","240042000762","Wilde Lake High","public","public","HS","HOWARD","13",NA,"1291","101"
"1031","240042000763","Wilde Lake Middle","public","public","MS","HOWARD","13",NA,"628","53"
"1032","240042000764","Worthington Elementary","public","public","ES","HOWARD","21",NA,"535","34.5"
"1033","240042000813","Ilchester Elementary","public","public","ES","HOWARD","21",NA,"648","48.8"
"1034","240042000816","River Hill High","public","public","HS","HOWARD","13",NA,"1382","82.6"
"1035","240042000822","Long Reach High","public","public","HS","HOWARD","13",NA,"1554","118"
"1036","240042000856","Hollifield Station Elementary","public","public","ES","HOWARD","21",NA,"879","58"
"1037","240042000859","Fulton Elementary","public","public","ES","HOWARD","41",NA,"918","61"
"1038","240042000860","Murray Hill Middle","public","public","MS","HOWARD","21",NA,"717","52.5"
"1039","240042001026","Triadelphia Ridge Elementary","public","public","ES","HOWARD","31",NA,"563","40.1"
"1040","240042001032","Gorman Crossing Elementary","public","public","ES","HOWARD","21",NA,"877","60"
"1041","240042001115","Lime Kiln Middle","public","public","MS","HOWARD","41",NA,"632","47"
"1042","240042001172","Bonnie Branch Middle","public","public","MS","HOWARD","21",NA,"750","55"
"1043","240042001189","Homewood School","public","public","MS/HS","HOWARD","13",NA,"130","45"
"1044","240042001200","Reservoir High","public","public","HS","HOWARD","41",NA,"1581","106.4"
"1045","240042001382","Clemens Crossing Elementary","public","public","ES","HOWARD","13",NA,"491","34"
"1046","240042001415","Cedar Lane Special Center","public","public","All Grades","HOWARD","41",NA,"106","29.3"
"1047","240042001437","Marriotts Ridge High","public","public","HS","HOWARD","41",NA,"1419","87"
"1048","240042001444","Ellicott Mills Middle","public","public","MS","HOWARD","21",NA,"869","58.6"
"1049","240042001507","Bollman Bridge Elementary","public","public","ES","HOWARD","21",NA,"740","59.3"
"1050","240042001522","Patuxent Valley Middle","public","public","MS","HOWARD","21",NA,"686","50"
"1051","240042001539","Dayton Oaks","public","public","ES","HOWARD","41",NA,"727","56.5"
"1052","240042001551","Bellows Spring Elementary","public","public","ES","HOWARD","21",NA,"803","63.5"
"1053","240042001552","Folly Quarter Middle","public","public","MS","HOWARD","31",NA,"660","43.1"
"1054","240042001646","Veterans Elementary","public","public","ES","HOWARD","21",NA,"932","67"
"1055","240042001699","Cradlerock Elementary","public","public","ES","HOWARD","13",NA,"509","45.6"
"1056","240042001700","Lake Elkhorn Middle","public","public","MS","HOWARD","13",NA,"578","51.5"
"1057","240042001717","Ducketts Lane","public","public","ES","HOWARD","21",NA,"606","52.3"
"1058","240042001720","Thomas Viaduct","public","public","MS","HOWARD","21",NA,"653","51"
"1059","240042001749","Hanover Hills","public","public","ES","HOWARD","21",NA,"694","54.7"
"1060","240042002949","Applications and Research Laboratory","public","public","UG","HOWARD","13",NA,"0","30"
"1061","240042090448","Deep Run Elementary","public","public","ES","HOWARD","21",NA,"729","62.3"
"1062","240042090449","Waverly Elementary","public","public","ES","HOWARD","21",NA,"901","63"
"1063","240042090477","Mayfield Woods Middle","public","public","MS","HOWARD","21",NA,"725","54.6"
"1064","240042090478","Pointers Run Elementary","public","public","ES","HOWARD","13",NA,"924","61.3"
"1065","240045000765","H. H. Garnett Elementary","public","public","ES","KENT","32",NA,"361","31.57"
"1066","240045000766","Kent County Middle School","public","public","MS","KENT","32",NA,"416","36.04"
"1067","240045000768","Kent County High","public","public","HS","KENT","42",NA,"563","42.5"
"1068","240045000770","Rock Hall Elementary","public","public","ES","KENT","42",NA,"228","21"
"1069","240045001695","Galena Elementary School","public","public","ES","KENT","42",NA,"344","28.4"
"1070","240048000181","Rosa M. Parks Middle","public","public","MS","MONTGOMERY","21",NA,"826","52"
"1071","240048000185","Lois P. Rockwell Elementary","public","public","ES","MONTGOMERY","21",NA,"474","32"
"1072","240048000191","Dr. Sally K. Ride Elementary","public","public","ES","MONTGOMERY","21",NA,"519","39.1"
"1073","240048000404","Thurgood Marshall Elementary","public","public","ES","MONTGOMERY","21",NA,"667","38.9"
"1074","240048000409","Argyle Middle","public","magnet","MS","MONTGOMERY","21",NA,"1008","67.84"
"1075","240048000493","Roberto W. Clemente Middle","public","magnet","MS","MONTGOMERY","21",NA,"1301","81.4"
"1076","240048000496","Stephen Knolls School","public","public","All Grades","MONTGOMERY","21",NA,"84","17"
"1077","240048000644","Forest Oak Middle","public","public","MS","MONTGOMERY","13",NA,"864","62.4"
"1078","240048000660","Rocky Hill Middle","public","public","MS","MONTGOMERY","21",NA,"844","53"
"1079","240048000759","Neelsville Middle","public","public","MS","MONTGOMERY","21",NA,"944","66"
"1080","240048000773","Albert Einstein High","public","public","HS","MONTGOMERY","21",NA,"1746","120.1"
"1081","240048000776","Ashburton Elementary","public","public","ES","MONTGOMERY","21",NA,"891","49.7"
"1082","240048000779","Bannockburn Elementary","public","public","ES","MONTGOMERY","13",NA,"440","24.2"
"1083","240048000780","Bel Pre Elementary","public","public","ES","MONTGOMERY","21",NA,"586","46.7"
"1084","240048000781","Bells Mill Elementary","public","public","ES","MONTGOMERY","21",NA,"619","35.7"
"1085","240048000782","Belmont Elementary","public","public","ES","MONTGOMERY","21",NA,"333","21.5"
"1086","240048000783","Benjamin Banneker Middle","public","public","MS","MONTGOMERY","21",NA,"856","58.18"
"1087","240048000784","Bethesda-Chevy Chase High","public","public","HS","MONTGOMERY","13",NA,"2124","114.8"
"1088","240048000785","Bethesda Elementary","public","public","ES","MONTGOMERY","13",NA,"650","40.1"
"1089","240048000786","Beverly Farms Elementary","public","public","ES","MONTGOMERY","21",NA,"585","32.1"
"1090","240048000787","Bradley Hills Elementary","public","public","ES","MONTGOMERY","13",NA,"590","31.1"
"1091","240048000788","JoAnn Leleck at Broad Acres Elementary","public","public","ES","MONTGOMERY","13",NA,"828","71.4"
"1092","240048000789","Brookhaven Elementary","public","public","ES","MONTGOMERY","21",NA,"456","39.5"
"1093","240048000792","Brown Station Elementary","public","public","ES","MONTGOMERY","13",NA,"585","45.3"
"1094","240048000793","Burning Tree Elementary","public","public","ES","MONTGOMERY","13",NA,"473","32.2"
"1095","240048000794","Burtonsville Elementary","public","public","ES","MONTGOMERY","41",NA,"627","39.94"
"1096","240048000796","Candlewood Elementary","public","public","ES","MONTGOMERY","21",NA,"367","26.7"
"1097","240048000797","Cannon Road Elementary","public","public","ES","MONTGOMERY","21",NA,"412","30.6"
"1098","240048000798","Carderock Springs Elementary","public","public","ES","MONTGOMERY","21",NA,"361","23.4"
"1099","240048000799","Carl Sandburg Center","public","public","ES","MONTGOMERY","13",NA,"92","18.7"
"1100","240048000800","Cashell Elementary","public","public","ES","MONTGOMERY","21",NA,"363","27.87"
"1101","240048000801","Cedar Grove Elementary","public","public","ES","MONTGOMERY","41",NA,"613","35.1"
"1102","240048000803","Chevy Chase Elementary","public","magnet","ES","MONTGOMERY","21",NA,"452","23.4"
"1103","240048000804","Clarksburg Elementary","public","public","ES","MONTGOMERY","21",NA,"529","29.1"
"1104","240048000806","Col. E. Brooke Lee Middle","public","public","MS","MONTGOMERY","21",NA,"760","56"
"1105","240048000808","Col. Zadok Magruder High","public","public","HS","MONTGOMERY","41",NA,"1609","102.2"
"1106","240048000809","Cold Spring Elementary","public","magnet","ES","MONTGOMERY","21",NA,"330","20.7"
"1107","240048000810","College Gardens Elementary","public","public","ES","MONTGOMERY","13",NA,"695","40.1"
"1108","240048000814","Cresthaven Elementary","public","public","ES","MONTGOMERY","21",NA,"557","40"
"1109","240048000815","Damascus Elementary","public","public","ES","MONTGOMERY","21",NA,"341","24.3"
"1110","240048000817","Darnestown Elementary","public","public","ES","MONTGOMERY","21",NA,"310","23.3"
"1111","240048000818","Diamond Elementary","public","public","ES","MONTGOMERY","13",NA,"770","47.9"
"1112","240048000819","DuFief Elementary","public","public","ES","MONTGOMERY","21",NA,"310","26.45"
"1113","240048000820","Earle B. Wood Middle","public","public","MS","MONTGOMERY","21",NA,"964","74.2"
"1114","240048000821","East Silver Spring Elementary","public","public","ES","MONTGOMERY","13",NA,"511","40.7"
"1115","240048000826","Fairland Elementary","public","public","ES","MONTGOMERY","21",NA,"628","47.3"
"1116","240048000827","Fallsmead Elementary","public","public","ES","MONTGOMERY","13",NA,"562","31.9"
"1117","240048000828","Farmland Elementary","public","public","ES","MONTGOMERY","21",NA,"830","47.1"
"1118","240048000829","Fields Road Elementary","public","public","ES","MONTGOMERY","13",NA,"474","37.3"
"1119","240048000830","Flower Valley Elementary","public","public","ES","MONTGOMERY","21",NA,"490","35.1"
"1120","240048000832","Forest Knolls Elementary","public","public","ES","MONTGOMERY","21",NA,"721","52.1"
"1121","240048000834","Fox Chapel Elementary","public","magnet","ES","MONTGOMERY","21",NA,"598","43.9"
"1122","240048000836","Gaithersburg Elementary","public","public","ES","MONTGOMERY","13",NA,"839","72.8"
"1123","240048000837","Gaithersburg Middle","public","public","MS","MONTGOMERY","13",NA,"863","66.6"
"1124","240048000838","Gaithersburg High","public","public","HS","MONTGOMERY","13",NA,"2352","162.8"
"1125","240048000839","Galway Elementary","public","public","ES","MONTGOMERY","21",NA,"788","57.7"
"1126","240048000840","Garrett Park Elementary","public","public","ES","MONTGOMERY","21",NA,"798","43.9"
"1127","240048000842","Georgian Forest Elementary","public","public","ES","MONTGOMERY","21",NA,"655","50.6"
"1128","240048000843","Germantown Elementary","public","public","ES","MONTGOMERY","21",NA,"321","27.9"
"1129","240048000844","Glen Haven Elementary","public","public","ES","MONTGOMERY","21",NA,"482","39.3"
"1130","240048000845","Glenallan Elementary","public","public","ES","MONTGOMERY","21",NA,"746","55.2"
"1131","240048000846","Greenwood Elementary","public","public","ES","MONTGOMERY","21",NA,"515","28"
"1132","240048000848","Harmony Hills Elementary","public","public","ES","MONTGOMERY","21",NA,"716","57.4"
"1133","240048000849","Herbert Hoover Middle","public","public","MS","MONTGOMERY","21",NA,"1043","63"
"1134","240048000850","Highland Elementary","public","public","ES","MONTGOMERY","21",NA,"548","47.6"
"1135","240048000851","Highland View Elementary","public","public","ES","MONTGOMERY","13",NA,"440","31.4"
"1136","240048000854","Jackson Road Elementary","public","public","ES","MONTGOMERY","21",NA,"726","55.4"
"1137","240048000855","John F. Kennedy High","public","public","HS","MONTGOMERY","21",NA,"1781","122.2"
"1138","240048000857","Julius West Middle","public","public","MS","MONTGOMERY","13",NA,"1317","84"
"1139","240048000858","Kemp Mill Elementary","public","public","ES","MONTGOMERY","21",NA,"491","43.2"
"1140","240048000861","John H. Poole Middle","public","public","MS","MONTGOMERY","31",NA,"395","26.4"
"1141","240048000862","Lakewood Elementary","public","public","ES","MONTGOMERY","13",NA,"476","28.6"
"1142","240048000863","Kingsview Middle","public","public","MS","MONTGOMERY","21",NA,"996","60.6"
"1143","240048000864","Laytonsville Elementary","public","public","ES","MONTGOMERY","21",NA,"384","27.5"
"1144","240048000867","Longview School","public","public","All Grades","MONTGOMERY","21",NA,"56","10.1"
"1145","240048000868","Lucy V. Barnsley Elementary","public","magnet","ES","MONTGOMERY","21",NA,"721","52.2"
"1146","240048000869","Luxmanor Elementary","public","public","ES","MONTGOMERY","21",NA,"576","36.6"
"1147","240048000872","Maryvale Elementary","public","public","ES","MONTGOMERY","21",NA,"617","43.3"
"1148","240048000873","Flora M. Singer Elementary School","public","public","ES","MONTGOMERY","21",NA,"669","55.38"
"1149","240048000874","Meadow Hall Elementary","public","public","ES","MONTGOMERY","13",NA,"431","34.3"
"1150","240048000875","Mill Creek Towne Elementary","public","public","ES","MONTGOMERY","21",NA,"464","34"
"1151","240048000876","Monocacy Elementary","public","public","ES","MONTGOMERY","42",NA,"147","10.2"
"1152","240048000877","Montgomery Blair High","public","magnet","HS","MONTGOMERY","21",NA,"3196","187.96"
"1153","240048000878","Montgomery Knolls Elementary","public","public","ES","MONTGOMERY","13",NA,"489","43.8"
"1154","240048000879","Montgomery Village Middle School","public","public","MS","MONTGOMERY","21",NA,"743","55"
"1155","240048000881","New Hampshire Estates Elem","public","public","ES","MONTGOMERY","13",NA,"442","41.4"
"1156","240048000887","Oak View Elementary","public","magnet","ES","MONTGOMERY","13",NA,"430","31.7"
"1157","240048000888","Oakland Terrace Elementary","public","public","ES","MONTGOMERY","21",NA,"490","39.1"
"1158","240048000889","Olney Elementary","public","public","ES","MONTGOMERY","21",NA,"692","37.7"
"1159","240048000890","Paint Branch High","public","public","HS","MONTGOMERY","21",NA,"2005","120.12"
"1160","240048000891","Parkland Middle","public","magnet","MS","MONTGOMERY","21",NA,"1058","70.2"
"1161","240048000892","Kensington Parkwood Elementary","public","public","ES","MONTGOMERY","21",NA,"656","35.5"
"1162","240048000893","Pine Crest Elementary","public","magnet","ES","MONTGOMERY","21",NA,"435","30.3"
"1163","240048000894","Piney Branch Elementary","public","public","ES","MONTGOMERY","21",NA,"677","39"
"1164","240048000896","Poolesville Elementary","public","public","ES","MONTGOMERY","31",NA,"480","26.3"
"1165","240048000897","Poolesville High","public","magnet","HS","MONTGOMERY","31",NA,"1185","63.5"
"1166","240048000898","Potomac Elementary","public","public","ES","MONTGOMERY","13",NA,"362","23.4"
"1167","240048000901","Redland Middle","public","public","MS","MONTGOMERY","21",NA,"608","42"
"1168","240048000902","Richard Montgomery High","public","magnet","HS","MONTGOMERY","13",NA,"2483","135"
"1169","240048000903","Ridgeview Middle","public","public","MS","MONTGOMERY","21",NA,"751","47.8"
"1170","240048000904","Ritchie Park Elementary","public","public","ES","MONTGOMERY","13",NA,"432","27"
"1171","240048000907","Rock Creek Forest Elementary","public","public","ES","MONTGOMERY","13",NA,"739","49.6"
"1172","240048000908","Rock View Elementary","public","public","ES","MONTGOMERY","21",NA,"608","48.7"
"1173","240048000909","Rock Creek Valley Elementary","public","public","ES","MONTGOMERY","21",NA,"441","37.4"
"1174","240048000912","Rockville High","public","public","HS","MONTGOMERY","13",NA,"1450","97.4"
"1175","240048000913","Rolling Terrace Elementary","public","public","ES","MONTGOMERY","13",NA,"798","66.2"
"1176","240048000915","Rosemary Hills Elementary","public","public","ES","MONTGOMERY","13",NA,"559","37.9"
"1177","240048000916","Rosemont Elementary","public","public","ES","MONTGOMERY","13",NA,"628","49.1"
"1178","240048000918","Seneca Valley High","public","public","HS","MONTGOMERY","21",NA,"1181","83.8"
"1179","240048000919","Seven Locks Elementary","public","public","ES","MONTGOMERY","21",NA,"429","24.6"
"1180","240048000920","Sherwood Elementary","public","public","ES","MONTGOMERY","21",NA,"527","34.2"
"1181","240048000921","Sherwood High","public","public","HS","MONTGOMERY","21",NA,"1973","116.2"
"1182","240048000923","Somerset Elementary","public","public","ES","MONTGOMERY","21",NA,"587","34.7"
"1183","240048000924","South Lake Elementary","public","public","ES","MONTGOMERY","21",NA,"831","68.1"
"1184","240048000926","Springbrook High","public","public","HS","MONTGOMERY","21",NA,"1735","119.63"
"1185","240048000927","Stedwick Elementary","public","public","ES","MONTGOMERY","21",NA,"583","45.2"
"1186","240048000929","Stonegate Elementary","public","public","ES","MONTGOMERY","21",NA,"502","32.1"
"1187","240048000930","Strathmore Elementary","public","public","ES","MONTGOMERY","21",NA,"448","33.3"
"1188","240048000931","Summit Hall Elementary","public","public","ES","MONTGOMERY","13",NA,"672","57.14"
"1189","240048000932","Takoma Park Elementary","public","magnet","ES","MONTGOMERY","21",NA,"641","44.4"
"1190","240048000933","Takoma Park Middle School","public","magnet","MS","MONTGOMERY","21",NA,"1107","68.9"
"1191","240048000934","Thomas S. Wootton High","public","public","HS","MONTGOMERY","13",NA,"2107","116"
"1192","240048000937","Travilah Elementary","public","public","ES","MONTGOMERY","21",NA,"358","21.4"
"1193","240048000939","Twinbrook Elementary","public","public","ES","MONTGOMERY","13",NA,"582","45.6"
"1194","240048000940","Viers Mill Elementary","public","public","ES","MONTGOMERY","21",NA,"604","49"
"1195","240048000941","Walt Whitman High","public","public","HS","MONTGOMERY","13",NA,"2098","123.6"
"1196","240048000942","Walter Johnson High","public","public","HS","MONTGOMERY","21",NA,"2587","140.4"
"1197","240048000943","Washington Grove Elementary","public","public","ES","MONTGOMERY","21",NA,"488","44.5"
"1198","240048000944","Watkins Mill Elementary","public","public","ES","MONTGOMERY","21",NA,"700","63.4"
"1199","240048000945","Wayside Elementary","public","public","ES","MONTGOMERY","21",NA,"533","32"
"1200","240048000946","Weller Road Elementary","public","public","ES","MONTGOMERY","21",NA,"714","56.3"
"1201","240048000947","Beall Elementary","public","public","ES","MONTGOMERY","13",NA,"572","33.9"
"1202","240048000948","Westbrook Elementary","public","public","ES","MONTGOMERY","13",NA,"348","23.6"
"1203","240048000949","Westland Middle","public","public","MS","MONTGOMERY","13",NA,"770","51.8"
"1204","240048000950","Westover Elementary","public","public","ES","MONTGOMERY","21",NA,"308","20.3"
"1205","240048000951","Wheaton High","public","public","HS","MONTGOMERY","21",NA,"2077","128.6"
"1206","240048000952","Wheaton Woods Elementary","public","public","ES","MONTGOMERY","21",NA,"522","44.5"
"1207","240048000953","Whetstone Elementary","public","public","ES","MONTGOMERY","21",NA,"751","56.2"
"1208","240048000954","White Oak Middle","public","public","MS","MONTGOMERY","21",NA,"784","54.4"
"1209","240048000955","William Tyler Page Elementary","public","public","ES","MONTGOMERY","21",NA,"535","36.4"
"1210","240048000956","Winston Churchill High","public","public","HS","MONTGOMERY","21",NA,"2227","125.3"
"1211","240048000957","William H. Farquhar Middle","public","public","MS","MONTGOMERY","21",NA,"705","46"
"1212","240048000958","Wood Acres Elementary","public","public","ES","MONTGOMERY","13",NA,"660","36.3"
"1213","240048000959","Woodfield Elementary","public","public","ES","MONTGOMERY","21",NA,"339","23.8"
"1214","240048000961","Woodlin Elementary","public","public","ES","MONTGOMERY","13",NA,"577","37.5"
"1215","240048000963","Wyngate Elementary","public","public","ES","MONTGOMERY","13",NA,"728","37.5"
"1216","240048001040","Northwest High","public","public","HS","MONTGOMERY","21",NA,"2586","148.4"
"1217","240048001044","James Hubert Blake High","public","public","HS","MONTGOMERY","21",NA,"1717","100.8"
"1218","240048001045","Thomas Edison High School of Technology","public","public","UG","MONTGOMERY","21",NA,"0","27.5"
"1219","240048001118","North Bethesda Middle","public","public","MS","MONTGOMERY","13",NA,"1163","69"
"1220","240048001122","Sligo Creek Elementary","public","public","ES","MONTGOMERY","13",NA,"670","39.4"
"1221","240048001127","Shady Grove Middle","public","public","MS","MONTGOMERY","21",NA,"627","45.2"
"1222","240048001128","Silver Spring International Middle","public","public","MS","MONTGOMERY","13",NA,"1125","76.8"
"1223","240048001181","Spark M. Matsunaga Elementary School","public","public","ES","MONTGOMERY","21",NA,"728","42.7"
"1224","240048001207","Newport Mill Middle","public","public","MS","MONTGOMERY","21",NA,"675","51.6"
"1225","240048001365","MCPS Transitions School","public","public","HS","MONTGOMERY","21",NA,"57","<U+0096>"
"1226","240048001366","Northwood High School","public","public","HS","MONTGOMERY","21",NA,"1732","119.8"
"1227","240048001398","John L Gildner Regional Inst for Children & Adol","public","public","All Grades","MONTGOMERY","21",NA,"99","23.42"
"1228","240048001417","Martin Luther King Jr. Middle","public","public","MS","MONTGOMERY","21",NA,"648","43.6"
"1229","240048001441","Lakelands Park Middle","public","public","MS","MONTGOMERY","13",NA,"1121","72.2"
"1230","240048001446","A. Mario Loiederman Middle","public","magnet","MS","MONTGOMERY","21",NA,"986","67.7"
"1231","240048001447","Robert Frost Middle School","public","public","MS","MONTGOMERY","13",NA,"1074","59.6"
"1232","240048001448","Lake Seneca Elementary","public","public","ES","MONTGOMERY","21",NA,"516","40.6"
"1233","240048001450","Tilden Middle School","public","public","MS","MONTGOMERY","21",NA,"989","63.6"
"1234","240048001451","Alternative Programs","public","public","MS/HS","MONTGOMERY","13",NA,"116","<U+0096>"
"1235","240048001452","North Chevy Chase Elementary","public","public","ES","MONTGOMERY","21",NA,"261","16.3"
"1236","240048001454","Flower Hill Elementary","public","public","ES","MONTGOMERY","21",NA,"456","34.8"
"1237","240048001455","Damascus High","public","public","HS","MONTGOMERY","21",NA,"1311","78.4"
"1238","240048001456","John T. Baker Middle School","public","public","MS","MONTGOMERY","21",NA,"850","55.4"
"1239","240048001457","Eastern Middle School","public","magnet","MS","MONTGOMERY","13",NA,"970","72.4"
"1240","240048001458","Sligo Middle","public","public","MS","MONTGOMERY","21",NA,"657","54"
"1241","240048001460","Rock Terrace School","public","public","MS/HS","MONTGOMERY","13",NA,"97","22.4"
"1242","240048001494","Clopper Mill Elementary","public","public","ES","MONTGOMERY","21",NA,"562","41.8"
"1243","240048001508","Waters Landing Elementary","public","public","ES","MONTGOMERY","21",NA,"667","51.1"
"1244","240048001509","Quince Orchard High","public","public","HS","MONTGOMERY","21",NA,"2100","124.6"
"1245","240048001510","Greencastle Elementary","public","public","ES","MONTGOMERY","21",NA,"700","47.7"
"1246","240048001511","Goshen Elementary","public","public","ES","MONTGOMERY","21",NA,"578","40"
"1247","240048001512","Strawberry Knoll Elementary","public","public","ES","MONTGOMERY","21",NA,"640","51.3"
"1248","240048001513","Stone Mill Elementary","public","public","ES","MONTGOMERY","21",NA,"613","35.3"
"1249","240048001514","Clearspring Elementary","public","magnet","ES","MONTGOMERY","21",NA,"618","42.1"
"1250","240048001523","Captain James E. Daly Elementary","public","public","ES","MONTGOMERY","21",NA,"585","45.1"
"1251","240048001524","Cloverly Elementary","public","public","ES","MONTGOMERY","21",NA,"533","33.7"
"1252","240048001525","Watkins Mill High","public","public","HS","MONTGOMERY","21",NA,"1615","116.8"
"1253","240048001526","Cabin John Middle School","public","public","MS","MONTGOMERY","21",NA,"1023","65.2"
"1254","240048001537","Sargent Shriver Elementary","public","public","ES","MONTGOMERY","21",NA,"775","63.5"
"1255","240048001541","Clarksburg High","public","public","HS","MONTGOMERY","21",NA,"2338","134.8"
"1256","240048001543","Little Bennett Elementary","public","public","ES","MONTGOMERY","21",NA,"614","41.6"
"1257","240048001567","Great Seneca Creek Elementary","public","public","ES","MONTGOMERY","21",NA,"606","43.7"
"1258","240048001572","Roscoe R Nix Elementary","public","public","ES","MONTGOMERY","13",NA,"506","43.1"
"1259","240048001635","PEP - Itinerant","public","public","All Grades","MONTGOMERY","13",NA,"80","<U+0096>"
"1260","240048001643","Arcola Elementary","public","public","ES","MONTGOMERY","21",NA,"732","57.5"
"1261","240048001673","William B. Gibbs Jr. Elementary","public","public","ES","MONTGOMERY","21",NA,"652","41.13"
"1262","240048001721","Wilson Wims Elementary School","public","public","ES","MONTGOMERY","21",NA,"1244","64.8"
"1263","240048001739","Hallie Wells Middle School","public","public","MS","MONTGOMERY","41",NA,"792","50.2"
"1264","240048001741","Silver Creek Middle","public","public","MS","MONTGOMERY","21",NA,"865","50.2"
"1265","240048001747","Bayard Rustin Elementary","public","public","ES","MONTGOMERY","13",NA,"600","36.4"
"1266","240048001758","Snowden Farm Elementary","public","public","ES","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"1267","240048009000","Thomas W. Pyle Middle School","public","public","MS","MONTGOMERY","13",NA,"1530","90"
"1268","240048010502","S. Christa McAuliffe Elementary","public","public","ES","MONTGOMERY","21",NA,"567","38.7"
"1269","240048010503","Jones Lane Elementary","public","public","ES","MONTGOMERY","21",NA,"420","27.1"
"1270","240048090450","Briggs Chaney Middle","public","public","MS","MONTGOMERY","21",NA,"896","63.2"
"1271","240048090451","Brooke Grove Elementary","public","public","ES","MONTGOMERY","21",NA,"433","32.3"
"1272","240048090452","Burnt Mills Elementary","public","public","ES","MONTGOMERY","21",NA,"607","39.3"
"1273","240048090453","Francis Scott Key Middle","public","public","MS","MONTGOMERY","21",NA,"991","69.4"
"1274","240048090454","Rachel Carson Elementary","public","public","ES","MONTGOMERY","13",NA,"973","53.1"
"1275","240048090455","Ronald McNair Elementary","public","public","ES","MONTGOMERY","21",NA,"847","46.6"
"1276","240048090456","Sequoyah Elementary","public","public","ES","MONTGOMERY","41",NA,"389","31.4"
"1277","240048090479","Judith A. Resnik Elementary","public","public","ES","MONTGOMERY","21",NA,"640","46.4"
"1278","240048090480","Dr. Charles R. Drew Elementary","public","magnet","ES","MONTGOMERY","21",NA,"469","34.7"
"1279","240051000200","Yorktown Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"406","23.74"
"1280","240051000414","Judith P. Hoyer Montessori","public","magnet","ES/MS","PRINCE GEORGE'S","21",NA,"377","26.5"
"1281","240051000500","Kingsford Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"529","36.86"
"1282","240051000510","Cool Spring Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"846","68.8"
"1283","240051000512","Greenbelt Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"623","39.9"
"1284","240051000714","Scotchtown Hills Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"706","44.5"
"1285","240051000729","William Paca Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"561","38.8"
"1286","240051000865","Annapolis Road Academy","public","public","HS","PRINCE GEORGE'S","21",NA,"72","13.5"
"1287","240051000866","Perrywood Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"601","35.76"
"1288","240051000870","John Hanson Montessori","public","magnet","ES/MS","PRINCE GEORGE'S","21",NA,"504","28.5"
"1289","240051000965","Adelphi Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"771","51.2"
"1290","240051000966","Allenwood Elementary","public","public","ES","PRINCE GEORGE'S","21",NA,"413","26.1"
