"","school_id","name","school_type","school_type_detail","grade_band","county","locale_code","pvt_pct_nonwhite","enrollment","teacher_fte"
"770","240021001694","Crossroads Middle School","public","public","MS","CARROLL","41",NA,"5","4"
"771","240021002947","Shiloh Middle","public","public","MS","CARROLL","21",NA,"659","44.8"
"772","240021090466","Piney Ridge Elementary","public","public","ES","CARROLL","23",NA,"515","34.9"
"773","240021090467","Spring Garden Elementary","public","public","ES","CARROLL","21",NA,"434","32.2"
"774","240024000556","Bainbridge Elementary","public","public","ES","CECIL","22",NA,"287","23.9"
"775","240024000557","Bay View Elementary","public","public","ES","CECIL","41",NA,"513","36.5"
"776","240024000558","Bohemia Manor High","public","public","HS","CECIL","41",NA,"670","49.2"
"777","240024000559","Calvert Elementary","public","public","ES","CECIL","41",NA,"443","27.7"
"778","240024000560","Cecil Manor Elementary","public","public","ES","CECIL","41",NA,"439","34.8"
"779","240024000562","Cecilton Elementary","public","public","ES","CECIL","42",NA,"285","19.7"
"780","240024000563","Charlestown Elementary","public","public","ES","CECIL","41",NA,"235","18.2"
"781","240024000564","Cherry Hill Middle","public","public","MS","CECIL","41",NA,"456","41.2"
"782","240024000565","Chesapeake City Elementary","public","public","ES","CECIL","41",NA,"347","19.8"
"783","240024000566","Conowingo Elementary","public","public","ES","CECIL","41",NA,"462","29.8"
"784","240024000567","Elkton Middle","public","public","MS","CECIL","21",NA,"556","49.1"
"785","240024000568","Elkton High","public","public","HS","CECIL","21",NA,"983","73.5"
"786","240024000569","Gilpin Manor Elementary","public","public","ES","CECIL","21",NA,"404","29.4"
"787","240024000570","Holly Hall Elementary","public","public","ES","CECIL","21",NA,"470","35"
"788","240024000572","Leeds Elementary","public","public","ES","CECIL","41",NA,"378","25.9"
"789","240024000573","North East Elementary","public","public","ES","CECIL","21",NA,"548","39.8"
"790","240024000574","North East Middle","public","public","MS","CECIL","21",NA,"773","59"
"791","240024000575","North East High","public","public","HS","CECIL","41",NA,"1029","76"
"792","240024000576","Perryville Elementary","public","public","ES","CECIL","22",NA,"394","27.9"
"793","240024000577","Perryville High","public","public","HS","CECIL","22",NA,"764","58.4"
"794","240024000578","Perryville Middle","public","public","MS","CECIL","22",NA,"589","43"
"795","240024000579","Rising Sun Elementary","public","public","ES","CECIL","41",NA,"719","45.5"
"796","240024000580","Rising Sun Middle School","public","public","MS","CECIL","21",NA,"684","46.3"
"797","240024000581","Thomson Estates Elementary","public","public","ES","CECIL","21",NA,"509","38.8"
"798","240024000791","Bohemia Manor Middle","public","public","MS","CECIL","41",NA,"499","37.1"
"799","240024000984","Cecil County School of Technology","public","public","UG","CECIL","21",NA,"0","27.7"
"800","240024001491","Kenmore Elementary","public","public","ES","CECIL","41",NA,"309","23.3"
"801","240024090468","Elk Neck Elementary","public","public","ES","CECIL","41",NA,"440","29.2"
"802","240024090469","Rising Sun High","public","public","HS","CECIL","41",NA,"1122","74.8"
"803","240027000141","Mary H. Matula Elementary School","public","public","ES","CHARLES","22",NA,"809","44.05"
"804","240027000144","Westlake High School","public","public","HS","CHARLES","22",NA,"1198","78"
"805","240027000380","C. Paul Barnhart Elementary School","public","public","ES","CHARLES","22",NA,"735","41.64"
"806","240027000582","Arthur Middleton Elementary School","public","public","ES","CHARLES","22",NA,"480","30"
"807","240027000583","Benjamin Stoddert Middle School","public","public","MS","CHARLES","22",NA,"794","48.5"
"808","240027000584","Dr. Gustavus Brown Elementary","public","public","ES","CHARLES","22",NA,"446","27.84"
"809","240027000585","Dr. Samuel A. Mudd Elementary School","public","public","ES","CHARLES","22",NA,"423","29.42"
"810","240027000586","Eva Turner Elementary School","public","public","ES","CHARLES","22",NA,"401","30.52"
"811","240027000588","Gale-Bailey Elementary School","public","public","ES","CHARLES","41",NA,"394","28.25"
"812","240027000589","General Smallwood Middle School","public","public","MS","CHARLES","22",NA,"532","40.1"
"813","240027000591","Indian Head Elementary School","public","public","ES","CHARLES","22",NA,"478","30.58"
"814","240027000592","J. C. Parks Elementary School","public","public","ES","CHARLES","41",NA,"714","41.12"
"815","240027000593","J. P. Ryon Elementary School","public","public","ES","CHARLES","22",NA,"707","44.07"
"816","240027000594","Dr. James Craik Elementary School","public","public","ES","CHARLES","41",NA,"528","33.62"
"817","240027000595","John Hanson Middle School","public","public","MS","CHARLES","22",NA,"820","52.5"
"818","240027000596","La Plata High School","public","public","HS","CHARLES","41",NA,"1152","69"
"819","240027000597","Henry E. Lackey High School","public","public","HS","CHARLES","41",NA,"1022","66"
"820","240027000598","Malcolm Elementary School","public","public","ES","CHARLES","41",NA,"442","26.78"
"821","240027000599","Matthew Henson Middle School","public","public","MS","CHARLES","41",NA,"782","47.34"
"822","240027000600","Maurice J. McDonough High School","public","public","HS","CHARLES","41",NA,"872","57.5"
"823","240027000601","Milton M. Somers Middle School","public","public","MS","CHARLES","22",NA,"1031","60"
"824","240027000604","Piccowaxen Middle School","public","public","MS","CHARLES","41",NA,"429","32.1"
"825","240027000606","T. C. Martin Elementary School","public","public","ES","CHARLES","41",NA,"517","31.84"
"826","240027000607","Thomas Stone High School","public","public","HS","CHARLES","22",NA,"1181","89.5"
"827","240027000609","Walter J. Mitchell Elementary School","public","public","ES","CHARLES","22",NA,"702","39.25"
"828","240027000610","Dr. Thomas L. Higdon Elementary School","public","public","ES","CHARLES","41",NA,"421","28.33"
"829","240027000615","Mattawoman Middle School","public","public","MS","CHARLES","22",NA,"996","62.8"
"830","240027000805","Berry Elementary School","public","public","ES","CHARLES","22",NA,"985","51.28"
"831","240027001162","F. B. Gwynn Educational Center","public","public","UG","CHARLES","41",NA,"0","22.16"
"832","240027001395","Robert D. Stethem Educational Center","public","public","MS/HS","CHARLES","41",NA,"92","27"
"833","240027001416","North Point High School","public","public","HS","CHARLES","22",NA,"1717","125.2"
"834","240027001492","Mt Hope/Nanjemoy Elementary School","public","public","ES","CHARLES","42",NA,"278","22.25"
"835","240027001519","William B. Wade Elementary School","public","public","ES","CHARLES","22",NA,"666","41.28"
"836","240027001565","William A. Diggs Elementary School","public","public","ES","CHARLES","22",NA,"851","44.48"
"837","240027001647","Theodore G. Davis Middle School","public","public","MS","CHARLES","22",NA,"858","56.8"
"838","240027001656","Mary B. Neal Elementary School","public","public","ES","CHARLES","22",NA,"715","45.22"
"839","240027001727","St. Charles High School","public","public","HS","CHARLES","41",NA,"1335","86"
"840","240027001757","Billingsley Elementary School","public","public","ES","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"841","240027010501","Daniel of St. Thomas Jenifer Elementary School","public","public","ES","CHARLES","22",NA,"605","36.69"
"842","240030000612","Cambridge-South Dorchester High School","public","public","HS","DORCHESTER","41",NA,"816","56.1"
"843","240030000614","Hurlock Elementary School","public","public","ES","DORCHESTER","42",NA,"415","36.5"
"844","240030000617","Maple Elementary School","public","public","ES","DORCHESTER","41",NA,"478","42"
"845","240030000618","North Dorchester High School","public","public","HS","DORCHESTER","42",NA,"496","37.15"
"846","240030000619","North Dorchester Middle School","public","public","MS","DORCHESTER","42",NA,"484","30.36"
"847","240030000621","Sandy Hill Elementary","public","public","ES","DORCHESTER","32",NA,"410","35"
"848","240030000622","South Dorchester School","public","public","ES/MS","DORCHESTER","42",NA,"215","15"
"849","240030000624","Vienna Elementary School","public","public","ES","DORCHESTER","42",NA,"180","15"
"850","240030000625","Warwick Elementary School","public","public","ES","DORCHESTER","42",NA,"341","22.5"
"851","240030000841","Choptank Elementary School","public","public","ES","DORCHESTER","32",NA,"392","29.5"
"852","240030000989","Judith P. Hoyer Early Childhood Center","public","public","UG","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"853","240030000994","Dorchester County Career and Technology Center","public","public","UG","DORCHESTER","41",NA,"0","19"
"854","240030001423","Mace's Lane Middle School","public","public","MS","DORCHESTER","32",NA,"558","41.9"
"855","240033000159","Twin Ridge Elementary","public","public","ES","FREDERICK","21",NA,"483","28.61"
"856","240033000392","Windsor Knolls Middle","public","public","MS","FREDERICK","21",NA,"742","40.5"
"857","240033000616","Urbana High","public","public","HS","FREDERICK","41",NA,"1790","90"
"858","240033000620","Glade Elementary","public","public","ES","FREDERICK","22",NA,"616","34.28"
"859","240033000626","Brunswick Elementary","public","public","ES","FREDERICK","31",NA,"727","43"
"860","240033000627","Brunswick High","public","public","HS","FREDERICK","31",NA,"743","41.02"
"861","240033000628","Carroll Manor Elementary","public","public","ES","FREDERICK","41",NA,"579","32.68"
"862","240033000629","Catoctin High","public","public","HS","FREDERICK","31",NA,"761","40"
"863","240033000631","Emmitsburg Elementary","public","public","ES","FREDERICK","31",NA,"247","18.31"
"864","240033000632","Frederick High","public","public","HS","FREDERICK","13",NA,"1407","83"
"865","240033000634","Gov. Thomas Johnson High","public","public","HS","FREDERICK","13",NA,"1703","102"
"866","240033000635","Green Valley Elementary","public","public","ES","FREDERICK","21",NA,"511","28.12"
"867","240033000636","Lewistown Elementary","public","public","ES","FREDERICK","41",NA,"184","15.33"
"868","240033000637","Liberty Elementary","public","public","ES","FREDERICK","41",NA,"262","16.4"
"869","240033000638","Linganore High","public","public","HS","FREDERICK","41",NA,"1324","73.5"
"870","240033000639","Middletown Elementary","public","public","ES","FREDERICK","41",NA,"467","27.61"
"871","240033000640","Middletown Middle","public","public","MS","FREDERICK","22",NA,"782","44"
"872","240033000641","Middletown High","public","public","HS","FREDERICK","41",NA,"1135","57.5"
"873","240033000642","Myersville Elementary","public","public","ES","FREDERICK","41",NA,"385","21"
"874","240033000643","New Market Elementary","public","magnet","ES","FREDERICK","22",NA,"693","36.4"
"875","240033000645","North Frederick Elementary","public","magnet","ES","FREDERICK","13",NA,"668","44.9"
"876","240033000646","Parkway Elementary","public","public","ES","FREDERICK","13",NA,"220","16.4"
"877","240033000647","Rock Creek","public","public","All Grades","FREDERICK","13",NA,"75","17.3"
"878","240033000648","Sabillasville Elementary","public","public","ES","FREDERICK","41",NA,"99","7.2"
"879","240033000649","Lincoln Elementary","public","public","ES","FREDERICK","13",NA,"583","41.19"
"880","240033000650","Thurmont Elementary","public","public","ES","FREDERICK","31",NA,"299","17.42"
"881","240033000651","Thurmont Middle","public","public","MS","FREDERICK","31",NA,"563","35"
"882","240033000652","Urbana Elementary","public","magnet","ES","FREDERICK","41",NA,"761","42.38"
"883","240033000653","Valley Elementary","public","public","ES","FREDERICK","22",NA,"494","29.19"
"884","240033000654","Walkersville Elementary","public","public","ES","FREDERICK","41",NA,"691","40.88"
"885","240033000655","Walkersville High","public","public","HS","FREDERICK","41",NA,"1152","60"
"886","240033000656","Walkersville Middle","public","public","MS","FREDERICK","41",NA,"891","50"
"887","240033000657","Waverley Elementary","public","public","ES","FREDERICK","13",NA,"517","43.82"
"888","240033000658","West Frederick Middle","public","public","MS","FREDERICK","13",NA,"853","62"
"889","240033000659","Wolfsville Elementary","public","public","ES","FREDERICK","41",NA,"138","9.16"
"890","240033000661","Yellow Springs Elementary","public","public","ES","FREDERICK","41",NA,"455","27.1"
"891","240033000807","Orchard Grove Elementary","public","public","ES","FREDERICK","22",NA,"602","38.8"
"892","240033000847","Deer Crossing Elementary","public","public","ES","FREDERICK","22",NA,"788","43.48"
"893","240033001007","Frederick County Virtual","public","public","UG","FREDERICK","13",NA,"0","1"
"894","240033001011","Frederick County Career & Technology Center","public","public","UG","FREDERICK","13",NA,"0","29"
"895","240033001015","Whittier Elementary","public","public","ES","FREDERICK","13",NA,"690","45.5"
"896","240033001163","Oakdale Middle","public","public","MS","FREDERICK","22",NA,"769","39"
"897","240033001165","Oakdale Elementary","public","public","ES","FREDERICK","22",NA,"679","35.27"
"898","240033001166","Thurmont Primary","public","public","ES","FREDERICK","31",NA,"370","19.4"
"899","240033001187","Monocacy Valley Montessori","public","charter","ES/MS","FREDERICK","13",NA,"299","16.2"
"900","240033001355","Tuscarora Elementary","public","public","ES","FREDERICK","22",NA,"654","45.49"
"901","240033001357","Crestwood Middle","public","public","MS","FREDERICK","22",NA,"653","44"
"902","240033001379","New Market Middle","public","public","MS","FREDERICK","22",NA,"552","35"
"903","240033001409","Brunswick Middle","public","public","MS","FREDERICK","31",NA,"606","34.46"
"904","240033001410","Heather Ridge","public","public","MS/HS","FREDERICK","13",NA,"42","<U+0096>"
"905","240033001412","Kemptown Elementary","public","public","ES","FREDERICK","21",NA,"404","22.46"
"906","240033001413","Monocacy Middle","public","public","MS","FREDERICK","13",NA,"886","63.98"
"907","240033001429","Centerville Elementary","public","public","ES","FREDERICK","22",NA,"928","53.33"
"908","240033001442","New Midway/Woodsboro Elementary","public","public","ES","FREDERICK","41",NA,"300","16.91"
"909","240033001521","Monocacy Elementary","public","public","ES","FREDERICK","13",NA,"619","41.31"
"910","240033001536","Urbana Middle","public","public","MS","FREDERICK","41",NA,"1003","55"
